0.00.120.529 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.123.170 W srv  llama_server: -----------------
0.00.123.187 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.123.189 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.123.191 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.123.192 W srv  llama_server: -----------------
0.00.125.664 I srv    load_model: loading model '/data/data/com.termux/files/home/rpgos-temp-gm/models/Qwen_Qwen3.5-4B-Q4_K_M.gguf'
0.01.931.240 W model has unused tensor blk.32.attn_norm.weight (size = 10240 bytes) -- ignoring
0.01.931.258 W model has unused tensor blk.32.post_attention_norm.weight (size = 10240 bytes) -- ignoring
0.01.931.270 W model has unused tensor blk.32.attn_q.weight (size = 22282240 bytes) -- ignoring
0.01.931.275 W model has unused tensor blk.32.attn_k.weight (size = 2785280 bytes) -- ignoring
0.01.931.280 W model has unused tensor blk.32.attn_v.weight (size = 2785280 bytes) -- ignoring
0.01.931.295 W model has unused tensor blk.32.attn_output.weight (size = 11141120 bytes) -- ignoring
0.01.931.300 W model has unused tensor blk.32.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.01.931.305 W model has unused tensor blk.32.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.01.931.310 W model has unused tensor blk.32.ffn_gate.weight (size = 25067520 bytes) -- ignoring
0.01.931.315 W model has unused tensor blk.32.ffn_down.weight (size = 25067520 bytes) -- ignoring
0.01.931.320 W model has unused tensor blk.32.ffn_up.weight (size = 25067520 bytes) -- ignoring
0.01.931.328 W model has unused tensor blk.32.nextn.eh_proj.weight (size = 13926400 bytes) -- ignoring
0.01.931.334 W model has unused tensor blk.32.nextn.enorm.weight (size = 10240 bytes) -- ignoring
0.01.931.339 W model has unused tensor blk.32.nextn.hnorm.weight (size = 10240 bytes) -- ignoring
0.01.931.354 W model has unused tensor blk.32.nextn.shared_head_norm.weight (size = 10240 bytes) -- ignoring
0.09.084.283 I cmn          init: llama threadpool init, n_threads = 10
0.10.973.137 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 4096, kv_unified = 'false'
0.11.000.586 I srv  llama_server: model loaded
0.11.000.624 I srv  llama_server: listening on http://127.0.0.1:8080
0.11.000.626 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.11.000.627 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
0.12.280.312 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
5.57.045.991 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.821 (> 0.100 thold), f_keep = 0.857
5.57.049.744 I slot launch_slot_: id  0 | task 420 | processing task, is_child = 0
6.45.578.046 I slot print_timing: id  0 | task 420 | prompt processing, n_tokens =     88, progress = 0.95, t =  48.53 s / 1.81 tokens per second
6.49.824.840 I slot print_timing: id  0 | task 420 | prompt processing, n_tokens =    114, progress = 0.99, t =  52.77 s / 2.16 tokens per second
7.02.507.684 I slot print_timing: id  0 | task 420 | prompt eval time =   53458.51 ms /   118 tokens (  453.04 ms per token,     2.21 tokens per second)
7.02.507.745 I slot print_timing: id  0 | task 420 |        eval time =   11996.34 ms /    86 tokens (  141.13 ms per token,     7.09 tokens per second)
7.02.507.942 I slot print_timing: id  0 | task 420 |       total time =   65454.84 ms /   204 tokens
7.02.507.988 I slot print_timing: id  0 | task 420 |    graphs reused =        478
7.02.516.504 I slot      release: id  0 | task 420 | stop processing: n_tokens = 743, truncated = 0
7.07.805.702 I srv    operator(): operator(): cleaning up before exit...
